Using kernels flash-attn2 (compute capability (12, 0))
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 20,972,032
  scalars                 : 16
  total                   : 46,137,872
Estimated FLOPs per token: 2.139126e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011469 | lrm: 1.00 | dt: 5565ms | tok/sec: 23,551 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.883111 | lrm: 1.00 | dt: 286ms | tok/sec: 457,848 | mfu: 9.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.554588 | lrm: 1.00 | dt: 293ms | tok/sec: 448,002 | mfu: 9.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.137233 | lrm: 1.00 | dt: 274ms | tok/sec: 477,635 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.755521 | lrm: 1.00 | dt: 282ms | tok/sec: 464,158 | mfu: 10.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.441248 | lrm: 1.00 | dt: 293ms | tok/sec: 447,690 | mfu: 9.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.192334 | lrm: 1.00 | dt: 296ms | tok/sec: 442,746 | mfu: 9.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.984615 | lrm: 1.00 | dt: 275ms | tok/sec: 476,274 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.810339 | lrm: 1.00 | dt: 284ms | tok/sec: 460,943 | mfu: 10.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.662765 | lrm: 1.00 | dt: 289ms | tok/sec: 454,195 | mfu: 9.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.534300 | lrm: 1.00 | dt: 296ms | tok/sec: 443,499 | mfu: 9.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.419629 | lrm: 1.00 | dt: 275ms | tok/sec: 476,104 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.324908 | lrm: 1.00 | dt: 284ms | tok/sec: 460,769 | mfu: 10.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.240835 | lrm: 1.00 | dt: 289ms | tok/sec: 454,303 | mfu: 9.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 6.164041 | lrm: 1.00 | dt: 296ms | tok/sec: 443,397 | mfu: 9.6% | epoch: 1 | remaining: 299s    
step 00629 (57.5%) | loss: 3.233610 | lrm: 0.94 | dt: 254ms | tok/sec: 516,272 | mfu: 11.2% | epoch: 1 | remaining: 127s    
step 00630 (57.6%) | loss: 3.236334 | lrm: 0.94 | dt: 264ms | tok/sec: 496,341 | mfu: 10.7% | epoch: 1 | remaining: 127s    
step 00631 (57.7%) | loss: 3.234303 | lrm: 0.94 | dt: 265ms | tok/sec: 495,516 | mfu: 10.7% | epoch: 1 | remaining: 127s    
step 00632 (57.8%) | loss: 3.231271 | lrm: 0.94 | dt: 265ms | tok/sec: 493,928 | mfu: 10.7% | epoch: 1 | remaining: 126s    
step 00633 (57.9%) | loss: 3.228733 | lrm: 0.94 | dt: 266ms | tok/sec: 492,058 | mfu: 10.6% | epoch: 1 | remaining: 126s    
step 00634 (58.0%) | loss: 3.226911 | lrm: 0.93 | dt: 266ms | tok/sec: 492,449 | mfu: 10.6% | epoch: 1 | remaining: 126s    
step 00635 (58.1%) | loss: 3.228630 | lrm: 0.93 | dt: 266ms | tok/sec: 492,544 | mfu: 10.6% | epoch: 1 | remaining: 126s    
step 00636 (58.2%) | loss: 3.229300 | lrm: 0.93 | dt: 258ms | tok/sec: 507,977 | mfu: 11.0% | epoch: 1 | remaining: 125s    
step 00637 (58.2%) | loss: 3.231917 | lrm: 0.93 | dt: 258ms | tok/sec: 507,965 | mfu: 11.0% | epoch: 1 | remaining: 125s    
step 00638 (58.3%) | loss: 3.229603 | lrm: 0.93 | dt: 265ms | tok/sec: 495,517 | mfu: 10.7% | epoch: 1 | remaining: 125s    
step 00639 (58.4%) | loss: 3.228271 | lrm: 0.92 | dt: 265ms | tok/sec: 495,195 | mfu: 10.7% | epoch: 1 | remaining: 124s    
step 00640 (58.5%) | loss: 3.224762 | lrm: 0.92 | dt: 266ms | tok/sec: 492,299 | mfu: 10.6% | epoch: 1 | remaining: 124s    
step 00641 (58.6%) | loss: 3.220779 | lrm: 0.92 | dt: 266ms | tok/sec: 492,731 | mfu: 10.7% | epoch: 1 | remaining: 124s    
step 00642 (58.7%) | loss: 3.216156 | lrm: 0.92 | dt: 266ms | tok/sec: 492,733 | mfu: 10.7% | epoch: 1 | remaining: 124s    
step 00643 (58.8%) | loss: 3.214940 | lrm: 0.92 | dt: 266ms | tok/sec: 492,102 | mfu: 10.6% | epoch: 1 | remaining: 123s    
step 00644 (58.9%) | loss: 3.215427 | lrm: 0.91 | dt: 267ms | tok/sec: 491,563 | mfu: 10.6% | epoch: 1 | remaining: 123s    
step 00645 (59.0%) | loss: 3.219238 | lrm: 0.91 | dt: 259ms | tok/sec: 506,963 | mfu: 11.0% | epoch: 1 | remaining: 123s    
step 00646 (59.0%) | loss: 3.215615 | lrm: 0.91 | dt: 258ms | tok/sec: 508,734 | mfu: 11.0% | epoch: 1 | remaining: 123s    
step 00647 (59.1%) | loss: 3.215927 | lrm: 0.91 | dt: 265ms | tok/sec: 495,056 | mfu: 10.7% | epoch: 1 | remaining: 122s    
step 00648 (59.2%) | loss: 3.214801 | lrm: 0.91 | dt: 266ms | tok/sec: 493,629 | mfu: 10.7% | epoch: 1 | remaining: 122s    
step 00649 (59.3%) | loss: 3.217006 | lrm: 0.90 | dt: 266ms | tok/sec: 492,974 | mfu: 10.7% | epoch: 1 | remaining: 122s    
step 00650 (59.4%) | loss: 3.213042 | lrm: 0.90 | dt: 266ms | tok/sec: 492,380 | mfu: 10.6% | epoch: 1 | remaining: 122s    
step 00651 (59.5%) | loss: 3.215082 | lrm: 0.90 | dt: 267ms | tok/sec: 491,760 | mfu: 10.6% | epoch: 1 | remaining: 121s    
step 00652 (59.6%) | loss: 3.219992 | lrm: 0.90 | dt: 261ms | tok/sec: 502,421 | mfu: 10.9% | epoch: 1 | remaining: 121s    
step 00653 (59.7%) | loss: 3.222058 | lrm: 0.90 | dt: 255ms | tok/sec: 513,728 | mfu: 11.1% | epoch: 1 | remaining: 121s    
step 00654 (59.7%) | loss: 3.222817 | lrm: 0.89 | dt: 264ms | tok/sec: 495,774 | mfu: 10.7% | epoch: 1 | remaining: 121s    
step 00655 (59.8%) | loss: 3.216406 | lrm: 0.89 | dt: 264ms | tok/sec: 496,150 | mfu: 10.7% | epoch: 1 | remaining: 120s    
step 00656 (59.9%) | loss: 3.209517 | lrm: 0.89 | dt: 266ms | tok/sec: 492,616 | mfu: 10.6% | epoch: 1 | remaining: 120s    
step 00657 (60.0%) | loss: 3.211344 | lrm: 0.89 | dt: 267ms | tok/sec: 491,055 | mfu: 10.6% | epoch: 1 | remaining: 120s    
step 00658 (60.1%) | loss: 3.211708 | lrm: 0.89 | dt: 266ms | tok/sec: 492,553 | mfu: 10.6% | epoch: 1 | remaining: 119s    
step 00659 (60.2%) | loss: 3.211989 | lrm: 0.88 | dt: 267ms | tok/sec: 490,979 | mfu: 10.6% | epoch: 1 | remaining: 119s    
step 00660 (60.3%) | loss: 3.215324 | lrm: 0.88 | dt: 267ms | tok/sec: 491,120 | mfu: 10.6% | epoch: 1 | remaining: 119s    
step 00661 (60.4%) | loss: 3.215566 | lrm: 0.88 | dt: 262ms | tok/sec: 500,921 | mfu: 10.8% | epoch: 1 | remaining: 119s    
step 00662 (60.4%) | loss: 3.213557 | lrm: 0.88 | dt: 255ms | tok/sec: 513,184 | mfu: 11.1% | epoch: 1 | remaining: 118s    
step 00663 (60.5%) | loss: 3.208514 | lrm: 0.88 | dt: 265ms | tok/sec: 494,791 | mfu: 10.7% | epoch: 1 | remaining: 118s    
step 00664 (60.6%) | loss: 3.215288 | lrm: 0.88 | dt: 265ms | tok/sec: 494,681 | mfu: 10.7% | epoch: 1 | remaining: 118s    
step 00665 (60.7%) | loss: 3.209510 | lrm: 0.87 | dt: 266ms | tok/sec: 493,533 | mfu: 10.7% | epoch: 1 | remaining: 118s    
step 00666 (60.8%) | loss: 3.208257 | lrm: 0.87 | dt: 266ms | tok/sec: 491,990 | mfu: 10.6% | epoch: 1 | remaining: 117s    
step 00667 (60.9%) | loss: 3.207617 | lrm: 0.87 | dt: 189ms | tok/sec: 693,750 | mfu: 15.0% | epoch: 1 | remaining: 117s    
step 00668 (60.9%) | loss: 3.206775 | lrm: 0.87 | dt: 189ms | tok/sec: 693,496 | mfu: 15.0% | epoch: 1 | remaining: 117s    
step 00669 (61.0%) | loss: 3.205740 | lrm: 0.87 | dt: 189ms | tok/sec: 693,408 | mfu: 15.0% | epoch: 1 | remaining: 117s    
step 00670 (61.1%) | loss: 3.205439 | lrm: 0.87 | dt: 189ms | tok/sec: 693,110 | mfu: 15.0% | epoch: 1 | remaining: 117s    
step 00671 (61.1%) | loss: 3.204948 | lrm: 0.86 | dt: 189ms | tok/sec: 693,128 | mfu: 15.0% | epoch: 1 | remaining: 116s    
step 00672 (61.2%) | loss: 3.205104 | lrm: 0.86 | dt: 189ms | tok/sec: 693,483 | mfu: 15.0% | epoch: 1 | remaining: 116s    
step 00673 (61.3%) | loss: 3.202077 | lrm: 0.86 | dt: 189ms | tok/sec: 693,279 | mfu: 15.0% | epoch: 1 | remaining: 116s    
step 00674 (61.3%) | loss: 3.206387 | lrm: 0.86 | dt: 189ms | tok/sec: 693,424 | mfu: 15.0% | epoch: 1 | remaining: 116s    
step 00675 (61.4%) | loss: 3.205884 | lrm: 0.86 | dt: 189ms | tok/sec: 693,124 | mfu: 15.0% | epoch: 1 | remaining: 116s    
step 00676 (61.5%) | loss: 3.203741 | lrm: 0.86 | dt: 189ms | tok/sec: 693,450 | mfu: 15.0% | epoch: 1 | remaining: 115s    
step 00677 (61.5%) | loss: 3.205240 | lrm: 0.86 | dt: 189ms | tok/sec: 693,713 | mfu: 15.0% | epoch: 1 | remaining: 115s    
step 00678 (61.6%) | loss: 3.213413 | lrm: 0.85 | dt: 189ms | tok/sec: 693,696 | mfu: 15.0% | epoch: 1 | remaining: 115s    
step 00679 (61.6%) | loss: 3.215874 | lrm: 0.85 | dt: 189ms | tok/sec: 693,267 | mfu: 15.0% | epoch: 1 | remaining: 115s    
step 00680 (61.7%) | loss: 3.213310 | lrm: 0.85 | dt: 204ms | tok/sec: 642,767 | mfu: 13.9% | epoch: 1 | remaining: 115s    
step 00681 (61.8%) | loss: 3.207672 | lrm: 0.85 | dt: 289ms | tok/sec: 454,154 | mfu: 9.8% | epoch: 1 | remaining: 114s    
step 00682 (61.9%) | loss: 3.212361 | lrm: 0.85 | dt: 295ms | tok/sec: 444,840 | mfu: 9.6% | epoch: 1 | remaining: 114s    
step 00683 (62.0%) | loss: 3.213895 | lrm: 0.85 | dt: 274ms | tok/sec: 478,096 | mfu: 10.3% | epoch: 1 | remaining: 114s    
step 00684 (62.1%) | loss: 3.207347 | lrm: 0.84 | dt: 283ms | tok/sec: 463,402 | mfu: 10.0% | epoch: 1 | remaining: 114s    
step 00685 (62.2%) | loss: 3.202263 | lrm: 0.84 | dt: 289ms | tok/sec: 454,247 | mfu: 9.8% | epoch: 1 | remaining: 113s    
step 00686 (62.2%) | loss: 3.202059 | lrm: 0.84 | dt: 295ms | tok/sec: 444,415 | mfu: 9.6% | epoch: 1 | remaining: 113s    
step 00687 (62.3%) | loss: 3.194884 | lrm: 0.84 | dt: 275ms | tok/sec: 477,071 | mfu: 10.3% | epoch: 1 | remaining: 113s    
step 00688 (62.4%) | loss: 3.200285 | lrm: 0.83 | dt: 284ms | tok/sec: 462,272 | mfu: 10.0% | epoch: 1 | remaining: 112s    
step 00689 (62.5%) | loss: 3.196319 | lrm: 0.83 | dt: 288ms | tok/sec: 454,944 | mfu: 9.8% | epoch: 1 | remaining: 112s    
step 00690 (62.6%) | loss: 3.199527 | lrm: 0.83 | dt: 296ms | tok/sec: 443,321 | mfu: 9.6% | epoch: 1 | remaining: 112s    
step 00691 (62.7%) | loss: 3.202351 | lrm: 0.83 | dt: 275ms | tok/sec: 477,279 | mfu: 10.3% | epoch: 1 | remaining: 112s    
step 00692 (62.8%) | loss: 3.203378 | lrm: 0.83 | dt: 284ms | tok/sec: 461,508 | mfu: 10.0% | epoch: 1 | remaining: 111s    
step 00693 (62.9%) | loss: 3.202505 | lrm: 0.82 | dt: 288ms | tok/sec: 455,675 | mfu: 9.9% | epoch: 1 | remaining: 111s    
step 00694 (63.0%) | loss: 3.202638 | lrm: 0.82 | dt: 295ms | tok/sec: 444,158 | mfu: 9.6% | epoch: 1 | remaining: 111s    
step 00695 (63.1%) | loss: 3.200641 | lrm: 0.82 | dt: 274ms | tok/sec: 477,673 | mfu: 10.3% | epoch: 1 | remaining: 110s    
step 00696 (63.2%) | loss: 3.194616 | lrm: 0.82 | dt: 284ms | tok/sec: 462,132 | mfu: 10.0% | epoch: 1 | remaining: 110s    
step 00697 (63.3%) | loss: 3.196448 | lrm: 0.82 | dt: 288ms | tok/sec: 455,142 | mfu: 9.8% | epoch: 1 | remaining: 110s    
step 00698 (63.4%) | loss: 3.192297 | lrm: 0.81 | dt: 296ms | tok/sec: 443,311 | mfu: 9.6% | epoch: 1 | remaining: 110s    
step 00699 (63.5%) | loss: 3.193038 | lrm: 0.81 | dt: 274ms | tok/sec: 477,609 | mfu: 10.3% | epoch: 1 | remaining: 109s    
step 00700 (63.6%) | loss: 3.194455 | lrm: 0.81 | dt: 283ms | tok/sec: 462,646 | mfu: 10.0% | epoch: 1 | remaining: 109s    
step 00701 (63.7%) | loss: 3.194436 | lrm: 0.81 | dt: 288ms | tok/sec: 455,752 | mfu: 9.9% | epoch: 1 | remaining: 109s    
step 00702 (63.8%) | loss: 3.193290 | lrm: 0.81 | dt: 295ms | tok/sec: 444,388 | mfu: 9.6% | epoch: 1 | remaining: 108s    
step 00703 (63.9%) | loss: 3.182512 | lrm: 0.80 | dt: 275ms | tok/sec: 477,402 | mfu: 10.3% | epoch: 1 | remaining: 108s    
step 00704 (64.0%) | loss: 3.181109 | lrm: 0.80 | dt: 284ms | tok/sec: 461,300 | mfu: 10.0% | epoch: 1 | remaining: 108s    
step 00705 (64.1%) | loss: 3.179264 | lrm: 0.80 | dt: 288ms | tok/sec: 455,178 | mfu: 9.8% | epoch: 1 | remaining: 108s    
step 00706 (64.2%) | loss: 3.190219 | lrm: 0.80 | dt: 295ms | tok/sec: 444,114 | mfu: 9.6% | epoch: 1 | remaining: 107s    
step 00707 (64.2%) | loss: 3.189955 | lrm: 0.79 | dt: 275ms | tok/sec: 477,257 | mfu: 10.3% | epoch: 1 | remaining: 107s    
step 00708 (64.3%) | loss: 3.191694 | lrm: 0.79 | dt: 283ms | tok/sec: 462,637 | mfu: 10.0% | epoch: 1 | remaining: 107s    
step 00709 (64.4%) | loss: 3.189860 | lrm: 0.79 | dt: 288ms | tok/sec: 455,016 | mfu: 9.8% | epoch: 1 | remaining: 106s    
step 00710 (64.5%) | loss: 3.184155 | lrm: 0.79 | dt: 295ms | tok/sec: 444,178 | mfu: 9.6% | epoch: 1 | remaining: 106s    
step 00711 (64.6%) | loss: 3.174072 | lrm: 0.79 | dt: 274ms | tok/sec: 477,988 | mfu: 10.3% | epoch: 1 | remaining: 106s    
step 00712 (64.7%) | loss: 3.175529 | lrm: 0.78 | dt: 284ms | tok/sec: 461,510 | mfu: 10.0% | epoch: 1 | remaining: 106s    
step 00713 (64.8%) | loss: 3.174707 | lrm: 0.78 | dt: 288ms | tok/sec: 455,328 | mfu: 9.8% | epoch: 1 | remaining: 105s    
step 00714 (64.9%) | loss: 3.169705 | lrm: 0.78 | dt: 295ms | tok/sec: 445,061 | mfu: 9.6% | epoch: 1 | remaining: 105s    
step 00715 (65.0%) | loss: 3.173855 | lrm: 0.78 | dt: 274ms | tok/sec: 477,649 | mfu: 10.3% | epoch: 1 | remaining: 105s    
step 00716 (65.1%) | loss: 3.179523 | lrm: 0.78 | dt: 283ms | tok/sec: 462,721 | mfu: 10.0% | epoch: 1 | remaining: 104s    
step 00717 (65.2%) | loss: 3.178842 | lrm: 0.77 | dt: 288ms | tok/sec: 455,224 | mfu: 9.8% | epoch: 1 | remaining: 104s    
step 00718 (65.3%) | loss: 3.180885 | lrm: 0.77 | dt: 295ms | tok/sec: 444,639 | mfu: 9.6% | epoch: 1 | remaining: 104s    
step 00719 (65.4%) | loss: 3.176488 | lrm: 0.77 | dt: 274ms | tok/sec: 477,983 | mfu: 10.3% | epoch: 1 | remaining: 104s    
step 00720 (65.5%) | loss: 3.176080 | lrm: 0.77 | dt: 283ms | tok/sec: 462,841 | mfu: 10.0% | epoch: 1 | remaining: 103s    
step 00721 (65.6%) | loss: 3.172975 | lrm: 0.77 | dt: 287ms | tok/sec: 456,394 | mfu: 9.9% | epoch: 1 | remaining: 103s    
step 00722 (65.7%) | loss: 3.165456 | lrm: 0.76 | dt: 295ms | tok/sec: 444,003 | mfu: 9.6% | epoch: 1 | remaining: 103s    
step 00723 (65.8%) | loss: 3.159447 | lrm: 0.76 | dt: 274ms | tok/sec: 477,639 | mfu: 10.3% | epoch: 1 | remaining: 102s    
step 00724 (65.9%) | loss: 3.163155 | lrm: 0.76 | dt: 283ms | tok/sec: 463,311 | mfu: 10.0% | epoch: 1 | remaining: 102s    
step 00725 (66.0%) | loss: 3.162325 | lrm: 0.76 | dt: 289ms | tok/sec: 453,732 | mfu: 9.8% | epoch: 1 | remaining: 102s    
step 00726 (66.1%) | loss: 3.155712 | lrm: 0.75 | dt: 295ms | tok/sec: 443,725 | mfu: 9.6% | epoch: 1 | remaining: 102s    
step 00727 (66.1%) | loss: 3.157401 | lrm: 0.75 | dt: 275ms | tok/sec: 476,875 | mfu: 10.3% | epoch: 1 | remaining: 101s    
step 00728 (66.2%) | loss: 3.155992 | lrm: 0.75 | dt: 284ms | tok/sec: 461,257 | mfu: 10.0% | epoch: 1 | remaining: 101s    
step 00729 (66.3%) | loss: 3.154170 | lrm: 0.75 | dt: 288ms | tok/sec: 454,530 | mfu: 9.8% | epoch: 1 | remaining: 101s    
step 00730 (66.4%) | loss: 3.157445 | lrm: 0.75 | dt: 295ms | tok/sec: 444,030 | mfu: 9.6% | epoch: 1 | remaining: 100s    
step 00731 (66.5%) | loss: 3.157566 | lrm: 0.74 | dt: 275ms | tok/sec: 477,206 | mfu: 10.3% | epoch: 1 | remaining: 100s    
step 00732 (66.6%) | loss: 3.151580 | lrm: 0.74 | dt: 283ms | tok/sec: 463,028 | mfu: 10.0% | epoch: 1 | remaining: 100s    
step 00733 (66.7%) | loss: 3.146624 | lrm: 0.74 | dt: 288ms | tok/sec: 454,750 | mfu: 9.8% | epoch: 1 | remaining: 100s    
step 00734 (66.8%) | loss: 3.153080 | lrm: 0.74 | dt: 295ms | tok/sec: 444,624 | mfu: 9.6% | epoch: 1 | remaining: 99s    
step 00735 (66.9%) | loss: 3.149649 | lrm: 0.74 | dt: 274ms | tok/sec: 477,772 | mfu: 10.3% | epoch: 1 | remaining: 99s    
step 00736 (67.0%) | loss: 3.146845 | lrm: 0.73 | dt: 282ms | tok/sec: 463,999 | mfu: 10.0% | epoch: 1 | remaining: 99s    
step 00737 (67.1%) | loss: 3.140860 | lrm: 0.73 | dt: 288ms | tok/sec: 455,628 | mfu: 9.8% | epoch: 1 | remaining: 98s    
step 00738 (67.2%) | loss: 3.134945 | lrm: 0.73 | dt: 295ms | tok/sec: 443,892 | mfu: 9.6% | epoch: 1 | remaining: 98s    
step 00739 (67.3%) | loss: 3.130760 | lrm: 0.73 | dt: 274ms | tok/sec: 478,083 | mfu: 10.3% | epoch: 1 | remaining: 98s    
step 00740 (67.4%) | loss: 3.129599 | lrm: 0.72 | dt: 284ms | tok/sec: 461,836 | mfu: 10.0% | epoch: 1 | remaining: 98s    
step 00741 (67.5%) | loss: 3.136982 | lrm: 0.72 | dt: 288ms | tok/sec: 455,654 | mfu: 9.9% | epoch: 1 | remaining: 97s    
step 00742 (67.6%) | loss: 3.143403 | lrm: 0.72 | dt: 296ms | tok/sec: 443,432 | mfu: 9.6% | epoch: 1 | remaining: 97s    
step 00743 (67.7%) | loss: 3.145474 | lrm: 0.72 | dt: 275ms | tok/sec: 477,059 | mfu: 10.3% | epoch: 1 | remaining: 97s    
step 00744 (67.8%) | loss: 3.143475 | lrm: 0.72 | dt: 283ms | tok/sec: 462,893 | mfu: 10.0% | epoch: 1 | remaining: 96s    
step 00745 (67.9%) | loss: 3.141555 | lrm: 0.71 | dt: 288ms | tok/sec: 455,247 | mfu: 9.8% | epoch: 1 | remaining: 96s    
step 00746 (68.0%) | loss: 3.140849 | lrm: 0.71 | dt: 295ms | tok/sec: 444,097 | mfu: 9.6% | epoch: 1 | remaining: 96s    
step 00747 (68.1%) | loss: 3.141426 | lrm: 0.71 | dt: 274ms | tok/sec: 477,958 | mfu: 10.3% | epoch: 1 | remaining: 96s    
step 00748 (68.1%) | loss: 3.142074 | lrm: 0.71 | dt: 284ms | tok/sec: 461,963 | mfu: 10.0% | epoch: 1 | remaining: 95s    
step 00749 (68.2%) | loss: 3.134608 | lrm: 0.71 | dt: 288ms | tok/sec: 455,320 | mfu: 9.8% | epoch: 1 | remaining: 95s    
step 00750 (68.3%) | loss: 3.136939 | lrm: 0.70 | dt: 295ms | tok/sec: 444,185 | mfu: 9.6% | epoch: 1 | remaining: 95s    
step 00751 (68.4%) | loss: 3.129976 | lrm: 0.70 | dt: 274ms | tok/sec: 477,493 | mfu: 10.3% | epoch: 1 | remaining: 94s    
step 00752 (68.5%) | loss: 3.132989 | lrm: 0.70 | dt: 283ms | tok/sec: 463,128 | mfu: 10.0% | epoch: 1 | remaining: 94s    
step 00753 (68.6%) | loss: 3.128058 | lrm: 0.70 | dt: 288ms | tok/sec: 454,729 | mfu: 9.8% | epoch: 1 | remaining: 94s    
step 00754 (68.7%) | loss: 3.128007 | lrm: 0.70 | dt: 295ms | tok/sec: 444,328 | mfu: 9.6% | epoch: 1 | remaining: 94s    
step 00755 (68.8%) | loss: 3.122149 | lrm: 0.69 | dt: 274ms | tok/sec: 477,851 | mfu: 10.3% | epoch: 1 | remaining: 93s    
step 00756 (68.9%) | loss: 3.123876 | lrm: 0.69 | dt: 283ms | tok/sec: 462,626 | mfu: 10.0% | epoch: 1 | remaining: 93s    
step 00757 (69.0%) | loss: 3.127641 | lrm: 0.69 | dt: 288ms | tok/sec: 455,102 | mfu: 9.8% | epoch: 1 | remaining: 93s    
step 00758 (69.1%) | loss: 3.132311 | lrm: 0.69 | dt: 295ms | tok/sec: 444,064 | mfu: 9.6% | epoch: 1 | remaining: 92s    
step 00759 (69.2%) | loss: 3.141854 | lrm: 0.68 | dt: 274ms | tok/sec: 477,871 | mfu: 10.3% | epoch: 1 | remaining: 92s    
step 00760 (69.3%) | loss: 3.141386 | lrm: 0.68 | dt: 283ms | tok/sec: 462,851 | mfu: 10.0% | epoch: 1 | remaining: 92s    
step 00761 (69.4%) | loss: 3.139333 | lrm: 0.68 | dt: 288ms | tok/sec: 455,334 | mfu: 9.8% | epoch: 1 | remaining: 92s    
step 00762 (69.5%) | loss: 3.143664 | lrm: 0.68 | dt: 295ms | tok/sec: 444,837 | mfu: 9.6% | epoch: 1 | remaining: 91s    
step 00763 (69.6%) | loss: 3.143365 | lrm: 0.68 | dt: 275ms | tok/sec: 477,466 | mfu: 10.3% | epoch: 1 | remaining: 91s    
step 00764 (69.7%) | loss: 3.145597 | lrm: 0.67 | dt: 284ms | tok/sec: 462,037 | mfu: 10.0% | epoch: 1 | remaining: 91s    
step 00765 (69.8%) | loss: 3.144194 | lrm: 0.67 | dt: 288ms | tok/sec: 455,089 | mfu: 9.8% | epoch: 1 | remaining: 90s    
step 00766 (69.9%) | loss: 3.148794 | lrm: 0.67 | dt: 296ms | tok/sec: 443,519 | mfu: 9.6% | epoch: 1 | remaining: 90s    
step 00767 (70.0%) | loss: 3.144855 | lrm: 0.67 | dt: 274ms | tok/sec: 477,851 | mfu: 10.3% | epoch: 1 | remaining: 90s    
step 00768 (70.0%) | loss: 3.144026 | lrm: 0.67 | dt: 284ms | tok/sec: 462,330 | mfu: 10.0% | epoch: 1 | remaining: 90s    
step 00769 (70.1%) | loss: 3.146892 | lrm: 0.66 | dt: 288ms | tok/sec: 455,371 | mfu: 9.8% | epoch: 1 | remaining: 89s    
step 00770 (70.2%) | loss: 3.144826 | lrm: 0.66 | dt: 295ms | tok/sec: 443,837 | mfu: 9.6% | epoch: 1 | remaining: 89s    
step 00771 (70.3%) | loss: 3.145508 | lrm: 0.66 | dt: 274ms | tok/sec: 477,880 | mfu: 10.3% | epoch: 1 | remaining: 89s    
step 00772 (70.4%) | loss: 3.136944 | lrm: 0.66 | dt: 283ms | tok/sec: 463,248 | mfu: 10.0% | epoch: 1 | remaining: 88s    
step 00773 (70.5%) | loss: 3.135547 | lrm: 0.66 | dt: 288ms | tok/sec: 455,773 | mfu: 9.9% | epoch: 1 | remaining: 88s    
step 00774 (70.6%) | loss: 3.132988 | lrm: 0.65 | dt: 295ms | tok/sec: 444,466 | mfu: 9.6% | epoch: 1 | remaining: 88s    
step 00775 (70.7%) | loss: 3.137150 | lrm: 0.65 | dt: 274ms | tok/sec: 477,493 | mfu: 10.3% | epoch: 1 | remaining: 88s    
step 00776 (70.8%) | loss: 3.132141 | lrm: 0.65 | dt: 283ms | tok/sec: 463,298 | mfu: 10.0% | epoch: 1 | remaining: 87s    
step 00777 (70.9%) | loss: 3.129200 | lrm: 0.65 | dt: 287ms | tok/sec: 455,936 | mfu: 9.9% | epoch: 1 | remaining: 87s    
step 00778 (71.0%) | loss: 3.125457 | lrm: 0.64 | dt: 295ms | tok/sec: 444,138 | mfu: 9.6% | epoch: 1 | remaining: 87s    
step 00779 (71.1%) | loss: 3.119362 | lrm: 0.64 | dt: 275ms | tok/sec: 477,400 | mfu: 10.3% | epoch: 1 | remaining: 86s    
step 00780 (71.2%) | loss: 3.126444 | lrm: 0.64 | dt: 284ms | tok/sec: 461,653 | mfu: 10.0% | epoch: 1 | remaining: 86s    
step 00781 (71.3%) | loss: 3.123872 | lrm: 0.64 | dt: 288ms | tok/sec: 455,161 | mfu: 9.8% | epoch: 1 | remaining: 86s    
step 00782 (71.4%) | loss: 3.120830 | lrm: 0.64 | dt: 296ms | tok/sec: 443,504 | mfu: 9.6% | epoch: 1 | remaining: 86s    
step 00783 (71.5%) | loss: 3.125740 | lrm: 0.63 | dt: 275ms | tok/sec: 477,019 | mfu: 10.3% | epoch: 1 | remaining: 85s    
step 00784 (71.6%) | loss: 3.128274 | lrm: 0.63 | dt: 284ms | tok/sec: 461,640 | mfu: 10.0% | epoch: 1 | remaining: 85s    
step 00785 (71.7%) | loss: 3.123387 | lrm: 0.63 | dt: 288ms | tok/sec: 454,628 | mfu: 9.8% | epoch: 1 | remaining: 85s    
step 00786 (71.8%) | loss: 3.126810 | lrm: 0.63 | dt: 295ms | tok/sec: 444,325 | mfu: 9.6% | epoch: 1 | remaining: 84s    
